year,substance,mentioned,deaths
2007,13 Unspecified opiate,On the death certificate,130
2007,13 Unspecified opiate,With alcohol,51
2007,13 Unspecified opiate,Without alcohol,79
2007,13 Unspecified opiate,Without other drugs,111
2007,14 Cocaine,On the death certificate,196
2007,14 Cocaine,With alcohol,52
2007,14 Cocaine,Without alcohol,144
2007,14 Cocaine,Without other drugs,84
2007,15 Any amphetamine,On the death certificate,97
2007,15 Any amphetamine,With alcohol,29
2007,15 Any amphetamine,Without alcohol,68
2007,15 Any amphetamine,Without other drugs,56
2007,16 Amphetamine,On the death certificate,50
2007,16 Amphetamine,With alcohol,12
2007,16 Amphetamine,Without alcohol,38
2007,16 Amphetamine,Without other drugs,27
2007,17 Ecstasy/MDMA,On the death certificate,47
2007,17 Ecstasy/MDMA,With alcohol,17
2007,17 Ecstasy/MDMA,Without alcohol,30
2007,17 Ecstasy/MDMA,Without other drugs,28
2007,19 Cannabis,On the death certificate,12
2007,19 Cannabis,With alcohol,6
2007,19 Cannabis,Without alcohol,6
2007,19 Cannabis,Without other drugs,1
2007,20 New psychoactive substance,On the death certificate,9
2007,20 New psychoactive substance,With alcohol,2
2007,20 New psychoactive substance,Without alcohol,7
2007,20 New psychoactive substance,Without other drugs,3
2007,21 Any benzodiazepine,On the death certificate,207
2007,21 Any benzodiazepine,With alcohol,82
2007,21 Any benzodiazepine,Without alcohol,125
2007,21 Any benzodiazepine,Without other drugs,36
2007,22 Diazepam,On the death certificate,123
2007,22 Diazepam,With alcohol,52
2007,22 Diazepam,Without alcohol,71
2007,22 Diazepam,Without other drugs,9
2007,23 Temazepam,On the death certificate,45
2007,23 Temazepam,With alcohol,15
2007,23 Temazepam,Without alcohol,30
2007,23 Temazepam,Without other drugs,17
2007,24 Zopiclone/Zolpidem,On the death certificate,51
2007,24 Zopiclone/Zolpidem,With alcohol,15
2007,24 Zopiclone/Zolpidem,Without alcohol,36
2007,24 Zopiclone/Zolpidem,Without other drugs,15
2007,27 Barbiturates,On the death certificate,8
2007,27 Barbiturates,With alcohol,1
2007,27 Barbiturates,Without alcohol,7
2007,27 Barbiturates,Without other drugs,5
2007,28 Any antipsychotics,On the death certificate,82
2007,28 Any antipsychotics,With alcohol,22
2007,28 Any antipsychotics,Without alcohol,60
2007,28 Any antipsychotics,Without other drugs,39
2007,29 Quetiapine,On the death certificate,22
2007,29 Quetiapine,With alcohol,4
2007,29 Quetiapine,Without alcohol,18
2007,29 Quetiapine,Without other drugs,14
2007,30 Clozapine,On the death certificate,12
2007,30 Clozapine,With alcohol,5
2007,30 Clozapine,Without alcohol,7
2007,30 Clozapine,Without other drugs,7
2007,31 Any antidepressant,On the death certificate,335
2007,31 Any antidepressant,With alcohol,114
2007,31 Any antidepressant,Without alcohol,221
2007,31 Any antidepressant,Without other drugs,159
2007,32 Any tricyclic antidepressants,On the death certificate,204
2007,32 Any tricyclic antidepressants,With alcohol,58
2007,32 Any tricyclic antidepressants,Without alcohol,146
2007,32 Any tricyclic antidepressants,Without other drugs,109
2007,33 Amitriptyline,On the death certificate,113
2007,33 Amitriptyline,With alcohol,29
2007,33 Amitriptyline,Without alcohol,84
2007,33 Amitriptyline,Without other drugs,52
2007,34 Dothiepin,On the death certificate,71
2007,34 Dothiepin,With alcohol,21
2007,34 Dothiepin,Without alcohol,50
2007,34 Dothiepin,Without other drugs,45
2007,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,1
2007,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,1
2007,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,1
2007,36 Any SSRI,On the death certificate,80
2007,36 Any SSRI,With alcohol,35
2007,36 Any SSRI,Without alcohol,45
2007,36 Any SSRI,Without other drugs,24
2007,37 Citalopram,On the death certificate,41
2007,37 Citalopram,With alcohol,18
2007,37 Citalopram,Without alcohol,23
2007,37 Citalopram,Without other drugs,14
2007,38 Any other antidepressants,On the death certificate,62
2007,38 Any other antidepressants,With alcohol,21
2007,38 Any other antidepressants,Without alcohol,41
2007,38 Any other antidepressants,Without other drugs,24
2007,39 Mirtazapine,On the death certificate,23
2007,39 Mirtazapine,With alcohol,10
2007,39 Mirtazapine,Without alcohol,13
2007,39 Mirtazapine,Without other drugs,3
2007,40 Venlafaxine,On the death certificate,39
2007,40 Venlafaxine,With alcohol,11
2007,40 Venlafaxine,Without alcohol,28
2007,40 Venlafaxine,Without other drugs,21
2007,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,242
2007,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,58
2007,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,184
2007,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,104
2007,42 Paracetamol,On the death certificate,224
2007,42 Paracetamol,With alcohol,53
2007,42 Paracetamol,Without alcohol,171
2007,42 Paracetamol,Without other drugs,90
2007,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,72
2007,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,21
2007,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,51
2007,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,14
2007,44 Paracetamol and codeine compound formulation,On the death certificate,49
2007,44 Paracetamol and codeine compound formulation,With alcohol,12
2007,44 Paracetamol and codeine compound formulation,Without alcohol,37
2007,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,9
2007,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,1
2007,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,8
2007,46 Paracetamol not from compound formulation,On the death certificate,115
2007,46 Paracetamol not from compound formulation,With alcohol,25
2007,46 Paracetamol not from compound formulation,Without alcohol,90
2007,46 Paracetamol not from compound formulation,Without other drugs,90
2006,01 All drug poisonings,On the death certificate,2570
2006,01 All drug poisonings,With alcohol,692
2006,01 All drug poisonings,Without alcohol,1878
2006,01 All drug poisonings,Without other drugs,1783
2006,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1241
2006,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,420
2006,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,821
2006,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,864
2006,03 Heroin and Morphine,On the death certificate,713
2006,03 Heroin and Morphine,With alcohol,252
2006,03 Heroin and Morphine,Without alcohol,461
2006,03 Heroin and Morphine,Without other drugs,497
2006,04 Methadone,On the death certificate,241
2006,04 Methadone,With alcohol,78
2006,04 Methadone,Without alcohol,163
2006,04 Methadone,Without other drugs,125
2006,05 Tramadol,On the death certificate,81
2006,05 Tramadol,With alcohol,20
2006,05 Tramadol,Without alcohol,61
2006,05 Tramadol,Without other drugs,42
2006,06 Codeine not from compound formulation,On the death certificate,60
2006,06 Codeine not from compound formulation,With alcohol,22
2006,06 Codeine not from compound formulation,Without alcohol,38
2006,06 Codeine not from compound formulation,Without other drugs,22
2006,07 Dihydrocodeine not from compound formulation,On the death certificate,96
2006,07 Dihydrocodeine not from compound formulation,With alcohol,33
2006,07 Dihydrocodeine not from compound formulation,Without alcohol,63
2006,07 Dihydrocodeine not from compound formulation,Without other drugs,46
2006,08 Oxycodone,On the death certificate,5
2006,08 Oxycodone,With alcohol,3
2006,08 Oxycodone,Without alcohol,2
2006,08 Oxycodone,Without other drugs,3
2006,09 Fentanyl,On the death certificate,3
2006,09 Fentanyl,Without alcohol,3
2006,09 Fentanyl,Without other drugs,3
2006,11 Buprenorphine,On the death certificate,5
2006,11 Buprenorphine,With alcohol,3
2006,11 Buprenorphine,Without alcohol,2
2006,11 Buprenorphine,Without other drugs,2
2006,12 Other specified opiate,On the death certificate,15
2006,12 Other specified opiate,With alcohol,3
2006,12 Other specified opiate,Without alcohol,12
2006,12 Other specified opiate,Without other drugs,9
2006,13 Unspecified opiate,On the death certificate,134
2006,13 Unspecified opiate,With alcohol,43
2006,13 Unspecified opiate,Without alcohol,91
2006,13 Unspecified opiate,Without other drugs,115
2006,14 Cocaine,On the death certificate,190
2006,14 Cocaine,With alcohol,50
2006,14 Cocaine,Without alcohol,140
2006,14 Cocaine,Without other drugs,71
2006,15 Any amphetamine,On the death certificate,92
2006,15 Any amphetamine,With alcohol,15
2006,15 Any amphetamine,Without alcohol,77
2006,15 Any amphetamine,Without other drugs,47
2006,16 Amphetamine,On the death certificate,49
2006,16 Amphetamine,With alcohol,7
2006,16 Amphetamine,Without alcohol,42
2006,16 Amphetamine,Without other drugs,19
2006,17 Ecstasy/MDMA,On the death certificate,48
2006,17 Ecstasy/MDMA,With alcohol,9
2006,17 Ecstasy/MDMA,Without alcohol,39
2006,17 Ecstasy/MDMA,Without other drugs,27
2006,19 Cannabis,On the death certificate,17
2006,19 Cannabis,With alcohol,9
2006,19 Cannabis,Without alcohol,8
2006,19 Cannabis,Without other drugs,2
2006,20 New psychoactive substance,On the death certificate,8
2006,20 New psychoactive substance,With alcohol,3
2006,20 New psychoactive substance,Without alcohol,5
2006,20 New psychoactive substance,Without other drugs,5
2006,21 Any benzodiazepine,On the death certificate,177
2006,21 Any benzodiazepine,With alcohol,71
2006,21 Any benzodiazepine,Without alcohol,106
2006,21 Any benzodiazepine,Without other drugs,36
2006,22 Diazepam,On the death certificate,89
2006,22 Diazepam,With alcohol,41
2006,22 Diazepam,Without alcohol,48
2006,22 Diazepam,Without other drugs,8
2006,23 Temazepam,On the death certificate,42
2006,23 Temazepam,With alcohol,9
2006,23 Temazepam,Without alcohol,33
2006,23 Temazepam,Without other drugs,16
2006,24 Zopiclone/Zolpidem,On the death certificate,39
2006,24 Zopiclone/Zolpidem,With alcohol,13
2006,24 Zopiclone/Zolpidem,Without alcohol,26
2006,24 Zopiclone/Zolpidem,Without other drugs,10
2006,26 Gabapentin,On the death certificate,1
2006,26 Gabapentin,Without alcohol,1
2006,27 Barbiturates,On the death certificate,17
2006,27 Barbiturates,With alcohol,5
2006,27 Barbiturates,Without alcohol,12
2006,27 Barbiturates,Without other drugs,10
2006,28 Any antipsychotics,On the death certificate,78
2006,28 Any antipsychotics,With alcohol,16
2006,28 Any antipsychotics,Without alcohol,62
2006,28 Any antipsychotics,Without other drugs,47
2006,29 Quetiapine,On the death certificate,10
2006,29 Quetiapine,With alcohol,3
2006,29 Quetiapine,Without alcohol,7
2006,29 Quetiapine,Without other drugs,7
2006,30 Clozapine,On the death certificate,14
2006,30 Clozapine,With alcohol,4
2006,30 Clozapine,Without alcohol,10
2006,30 Clozapine,Without other drugs,10
2006,31 Any antidepressant,On the death certificate,336
2006,31 Any antidepressant,With alcohol,99
2006,31 Any antidepressant,Without alcohol,237
2006,31 Any antidepressant,Without other drugs,177
2006,32 Any tricyclic antidepressants,On the death certificate,216
2006,32 Any tricyclic antidepressants,With alcohol,56
2006,32 Any tricyclic antidepressants,Without alcohol,160
2006,32 Any tricyclic antidepressants,Without other drugs,132
2006,33 Amitriptyline,On the death certificate,108
2006,33 Amitriptyline,With alcohol,32
2006,33 Amitriptyline,Without alcohol,76
2006,33 Amitriptyline,Without other drugs,55
2006,34 Dothiepin,On the death certificate,74
2006,34 Dothiepin,With alcohol,16
2006,34 Dothiepin,Without alcohol,58
2006,34 Dothiepin,Without other drugs,56
2006,36 Any SSRI,On the death certificate,76
2006,36 Any SSRI,With alcohol,24
2006,36 Any SSRI,Without alcohol,52
2006,36 Any SSRI,Without other drugs,25
2006,37 Citalopram,On the death certificate,42
2006,37 Citalopram,With alcohol,11
2006,37 Citalopram,Without alcohol,31
2006,37 Citalopram,Without other drugs,14
2006,38 Any other antidepressants,On the death certificate,47
2006,38 Any other antidepressants,With alcohol,18
2006,38 Any other antidepressants,Without alcohol,29
2006,38 Any other antidepressants,Without other drugs,18
2006,39 Mirtazapine,On the death certificate,13
2006,39 Mirtazapine,With alcohol,6
2006,39 Mirtazapine,Without alcohol,7
2006,39 Mirtazapine,Without other drugs,4
2006,40 Venlafaxine,On the death certificate,33
2006,40 Venlafaxine,With alcohol,12
2006,40 Venlafaxine,Without alcohol,21
2006,40 Venlafaxine,Without other drugs,14
2006,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,309
2006,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,70
2006,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,239
2006,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,149
2006,42 Paracetamol,On the death certificate,287
2006,42 Paracetamol,With alcohol,64
2006,42 Paracetamol,Without alcohol,223
2006,42 Paracetamol,Without other drugs,131
2006,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,97
2006,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,33
2006,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,64
2006,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,18
2006,44 Paracetamol and codeine compound formulation,On the death certificate,42
2006,44 Paracetamol and codeine compound formulation,With alcohol,7
2006,44 Paracetamol and codeine compound formulation,Without alcohol,35
2006,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,18
2006,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,1
2006,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,17
2006,46 Paracetamol not from compound formulation,On the death certificate,154
2006,46 Paracetamol not from compound formulation,With alcohol,29
2006,46 Paracetamol not from compound formulation,Without alcohol,125
2006,46 Paracetamol not from compound formulation,Without other drugs,131
2005,01 All drug poisonings,On the death certificate,2762
2005,01 All drug poisonings,With alcohol,744
2005,01 All drug poisonings,Without alcohol,2018
2005,01 All drug poisonings,Without other drugs,1850
2005,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1311
2005,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,440
2005,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,871
2005,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,881
2005,03 Heroin and Morphine,On the death certificate,842
2005,03 Heroin and Morphine,With alcohol,283
2005,03 Heroin and Morphine,Without alcohol,559
2005,03 Heroin and Morphine,Without other drugs,566
2005,04 Methadone,On the death certificate,220
2005,04 Methadone,With alcohol,87
2005,04 Methadone,Without alcohol,133
2005,04 Methadone,Without other drugs,98
2005,05 Tramadol,On the death certificate,53
2005,05 Tramadol,With alcohol,6
2005,05 Tramadol,Without alcohol,47
2005,05 Tramadol,Without other drugs,26
2005,06 Codeine not from compound formulation,On the death certificate,44
2005,06 Codeine not from compound formulation,With alcohol,14
2005,06 Codeine not from compound formulation,Without alcohol,30
2005,06 Codeine not from compound formulation,Without other drugs,19
2005,07 Dihydrocodeine not from compound formulation,On the death certificate,106
2005,07 Dihydrocodeine not from compound formulation,With alcohol,31
2005,07 Dihydrocodeine not from compound formulation,Without alcohol,75
2005,07 Dihydrocodeine not from compound formulation,Without other drugs,43
2005,08 Oxycodone,On the death certificate,11
2005,08 Oxycodone,With alcohol,4
2005,08 Oxycodone,Without alcohol,7
2005,08 Oxycodone,Without other drugs,5
2005,09 Fentanyl,On the death certificate,3
2005,09 Fentanyl,Without alcohol,3
2005,09 Fentanyl,Without other drugs,1
2005,11 Buprenorphine,On the death certificate,5
2005,11 Buprenorphine,With alcohol,1
2005,11 Buprenorphine,Without alcohol,4
2005,11 Buprenorphine,Without other drugs,2
2005,12 Other specified opiate,On the death certificate,12
2005,12 Other specified opiate,With alcohol,2
2005,12 Other specified opiate,Without alcohol,10
2005,12 Other specified opiate,Without other drugs,5
2005,13 Unspecified opiate,On the death certificate,152
2005,13 Unspecified opiate,With alcohol,57
2005,13 Unspecified opiate,Without alcohol,95
2005,13 Unspecified opiate,Without other drugs,116
2005,14 Cocaine,On the death certificate,176
2005,14 Cocaine,With alcohol,37
2005,14 Cocaine,Without alcohol,139
2005,14 Cocaine,Without other drugs,54
2005,15 Any amphetamine,On the death certificate,103
2005,15 Any amphetamine,With alcohol,17
2005,15 Any amphetamine,Without alcohol,86
2005,15 Any amphetamine,Without other drugs,60
2005,16 Amphetamine,On the death certificate,50
2005,16 Amphetamine,With alcohol,3
2005,16 Amphetamine,Without alcohol,47
2005,16 Amphetamine,Without other drugs,27
2005,17 Ecstasy/MDMA,On the death certificate,58
2005,17 Ecstasy/MDMA,With alcohol,14
2005,17 Ecstasy/MDMA,Without alcohol,44
2005,17 Ecstasy/MDMA,Without other drugs,33
2005,19 Cannabis,On the death certificate,19
2005,19 Cannabis,With alcohol,9
2005,19 Cannabis,Without alcohol,10
2005,19 Cannabis,Without other drugs,2
2005,20 New psychoactive substance,On the death certificate,5
2005,20 New psychoactive substance,With alcohol,1
2005,20 New psychoactive substance,Without alcohol,4
2005,20 New psychoactive substance,Without other drugs,2
2005,21 Any benzodiazepine,On the death certificate,190
2005,21 Any benzodiazepine,With alcohol,88
2005,21 Any benzodiazepine,Without alcohol,102
2005,21 Any benzodiazepine,Without other drugs,31
2005,22 Diazepam,On the death certificate,101
2005,22 Diazepam,With alcohol,50
2005,22 Diazepam,Without alcohol,51
2005,22 Diazepam,Without other drugs,6
2005,23 Temazepam,On the death certificate,45
2005,23 Temazepam,With alcohol,20
2005,23 Temazepam,Without alcohol,25
2005,23 Temazepam,Without other drugs,16
2005,24 Zopiclone/Zolpidem,On the death certificate,48
2005,24 Zopiclone/Zolpidem,With alcohol,18
2005,24 Zopiclone/Zolpidem,Without alcohol,30
2005,24 Zopiclone/Zolpidem,Without other drugs,15
2005,27 Barbiturates,On the death certificate,14
2005,27 Barbiturates,With alcohol,1
2005,27 Barbiturates,Without alcohol,13
2005,27 Barbiturates,Without other drugs,11
2005,28 Any antipsychotics,On the death certificate,87
2005,28 Any antipsychotics,With alcohol,23
2005,28 Any antipsychotics,Without alcohol,64
2005,28 Any antipsychotics,Without other drugs,46
2005,29 Quetiapine,On the death certificate,14
2005,29 Quetiapine,With alcohol,4
2005,29 Quetiapine,Without alcohol,10
2005,29 Quetiapine,Without other drugs,5
2005,30 Clozapine,On the death certificate,15
2005,30 Clozapine,With alcohol,6
2005,30 Clozapine,Without alcohol,9
2005,30 Clozapine,Without other drugs,13
2005,31 Any antidepressant,On the death certificate,401
2005,31 Any antidepressant,With alcohol,100
2005,31 Any antidepressant,Without alcohol,301
2005,31 Any antidepressant,Without other drugs,218
2005,32 Any tricyclic antidepressants,On the death certificate,272
2005,32 Any tricyclic antidepressants,With alcohol,65
2005,32 Any tricyclic antidepressants,Without alcohol,207
2005,32 Any tricyclic antidepressants,Without other drugs,169
2005,33 Amitriptyline,On the death certificate,127
2005,33 Amitriptyline,With alcohol,25
2005,33 Amitriptyline,Without alcohol,102
2005,33 Amitriptyline,Without other drugs,68
2005,34 Dothiepin,On the death certificate,107
2005,34 Dothiepin,With alcohol,32
2005,34 Dothiepin,Without alcohol,75
2005,34 Dothiepin,Without other drugs,77
2005,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,2
2005,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,2
2005,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,1
2005,36 Any SSRI,On the death certificate,81
2005,36 Any SSRI,With alcohol,30
2005,36 Any SSRI,Without alcohol,51
2005,36 Any SSRI,Without other drugs,28
2005,37 Citalopram,On the death certificate,53
2005,37 Citalopram,With alcohol,23
2005,37 Citalopram,Without alcohol,30
2005,37 Citalopram,Without other drugs,22
2005,38 Any other antidepressants,On the death certificate,56
2005,38 Any other antidepressants,With alcohol,9
2005,38 Any other antidepressants,Without alcohol,47
2005,38 Any other antidepressants,Without other drugs,19
2005,39 Mirtazapine,On the death certificate,17
2005,39 Mirtazapine,With alcohol,4
2005,39 Mirtazapine,Without alcohol,13
2005,39 Mirtazapine,Without other drugs,6
2005,40 Venlafaxine,On the death certificate,38
2005,40 Venlafaxine,With alcohol,5
2005,40 Venlafaxine,Without alcohol,33
2005,40 Venlafaxine,Without other drugs,13
2005,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),On the death certificate,410
2005,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),With alcohol,92
2005,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without alcohol,318
2005,41 Any paracetamol (includes dextropropoxyphene mentioned without paracetamol),Without other drugs,157
2005,42 Paracetamol,On the death certificate,362
2005,42 Paracetamol,With alcohol,70
2005,42 Paracetamol,Without alcohol,292
2005,42 Paracetamol,Without other drugs,127
2005,43 Paracetamol and dextropropoxyphene compound formulation,On the death certificate,202
2005,43 Paracetamol and dextropropoxyphene compound formulation,With alcohol,48
2005,43 Paracetamol and dextropropoxyphene compound formulation,Without alcohol,154
2005,43 Paracetamol and dextropropoxyphene compound formulation,Without other drugs,30
2005,44 Paracetamol and codeine compound formulation,On the death certificate,43
2005,44 Paracetamol and codeine compound formulation,With alcohol,15
2005,44 Paracetamol and codeine compound formulation,Without alcohol,28
2005,45 Paracetamol and dihydrocodeine compound formulation,On the death certificate,21
2005,45 Paracetamol and dihydrocodeine compound formulation,With alcohol,5
2005,45 Paracetamol and dihydrocodeine compound formulation,Without alcohol,16
2005,46 Paracetamol not from compound formulation,On the death certificate,151
2005,46 Paracetamol not from compound formulation,With alcohol,26
2005,46 Paracetamol not from compound formulation,Without alcohol,125
2005,46 Paracetamol not from compound formulation,Without other drugs,127
2004,01 All drug poisonings,On the death certificate,2787
2004,01 All drug poisonings,With alcohol,756
2004,01 All drug poisonings,Without alcohol,2031
2004,01 All drug poisonings,Without other drugs,1779
2004,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",On the death certificate,1172
2004,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",With alcohol,379
2004,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without alcohol,793
2004,"02 Any opiate (includes unspecified opiates, excludes paracetamol compounds)",Without other drugs,759
2004,03 Heroin and Morphine,On the death certificate,751
2004,03 Heroin and Morphine,With alcohol,250
2004,03 Heroin and Morphine,Without alcohol,501
2004,03 Heroin and Morphine,Without other drugs,492
2004,04 Methadone,On the death certificate,219
2004,04 Methadone,With alcohol,70
2004,04 Methadone,Without alcohol,149
2004,04 Methadone,Without other drugs,105
2004,05 Tramadol,On the death certificate,43
2004,05 Tramadol,With alcohol,9
2004,05 Tramadol,Without alcohol,34
2004,05 Tramadol,Without other drugs,21
2004,06 Codeine not from compound formulation,On the death certificate,50
2004,06 Codeine not from compound formulation,With alcohol,21
2004,06 Codeine not from compound formulation,Without alcohol,29
2004,06 Codeine not from compound formulation,Without other drugs,17
2004,07 Dihydrocodeine not from compound formulation,On the death certificate,82
2004,07 Dihydrocodeine not from compound formulation,With alcohol,18
2004,07 Dihydrocodeine not from compound formulation,Without alcohol,64
2004,07 Dihydrocodeine not from compound formulation,Without other drugs,31
2004,08 Oxycodone,On the death certificate,11
2004,08 Oxycodone,With alcohol,5
2004,08 Oxycodone,Without alcohol,6
2004,08 Oxycodone,Without other drugs,3
2004,09 Fentanyl,On the death certificate,2
2004,09 Fentanyl,Without alcohol,2
2004,09 Fentanyl,Without other drugs,1
2004,11 Buprenorphine,On the death certificate,3
2004,11 Buprenorphine,Without alcohol,3
2004,12 Other specified opiate,On the death certificate,9
2004,12 Other specified opiate,With alcohol,3
2004,12 Other specified opiate,Without alcohol,6
2004,12 Other specified opiate,Without other drugs,3
2004,13 Unspecified opiate,On the death certificate,107
2004,13 Unspecified opiate,With alcohol,27
2004,13 Unspecified opiate,Without alcohol,80
2004,13 Unspecified opiate,Without other drugs,86
2004,14 Cocaine,On the death certificate,154
2004,14 Cocaine,With alcohol,38
2004,14 Cocaine,Without alcohol,116
2004,14 Cocaine,Without other drugs,49
2004,15 Any amphetamine,On the death certificate,80
2004,15 Any amphetamine,With alcohol,18
2004,15 Any amphetamine,Without alcohol,62
2004,15 Any amphetamine,Without other drugs,45
2004,16 Amphetamine,On the death certificate,43
2004,16 Amphetamine,With alcohol,5
2004,16 Amphetamine,Without alcohol,38
2004,16 Amphetamine,Without other drugs,21
2004,17 Ecstasy/MDMA,On the death certificate,43
2004,17 Ecstasy/MDMA,With alcohol,13
2004,17 Ecstasy/MDMA,Without alcohol,30
2004,17 Ecstasy/MDMA,Without other drugs,24
2004,19 Cannabis,On the death certificate,19
2004,19 Cannabis,With alcohol,7
2004,19 Cannabis,Without alcohol,12
2004,19 Cannabis,Without other drugs,1
2004,20 New psychoactive substance,On the death certificate,1
2004,20 New psychoactive substance,With alcohol,1
2004,21 Any benzodiazepine,On the death certificate,233
2004,21 Any benzodiazepine,With alcohol,93
2004,21 Any benzodiazepine,Without alcohol,140
2004,21 Any benzodiazepine,Without other drugs,43
2004,22 Diazepam,On the death certificate,94
2004,22 Diazepam,With alcohol,36
2004,22 Diazepam,Without alcohol,58
2004,22 Diazepam,Without other drugs,5
2004,23 Temazepam,On the death certificate,78
2004,23 Temazepam,With alcohol,32
2004,23 Temazepam,Without alcohol,46
2004,23 Temazepam,Without other drugs,20
2004,24 Zopiclone/Zolpidem,On the death certificate,57
2004,24 Zopiclone/Zolpidem,With alcohol,24
2004,24 Zopiclone/Zolpidem,Without alcohol,33
2004,24 Zopiclone/Zolpidem,Without other drugs,12
2004,26 Gabapentin,On the death certificate,3
2004,26 Gabapentin,With alcohol,1
2004,26 Gabapentin,Without alcohol,2
2004,27 Barbiturates,On the death certificate,16
2004,27 Barbiturates,With alcohol,2
2004,27 Barbiturates,Without alcohol,14
2004,27 Barbiturates,Without other drugs,13
2004,28 Any antipsychotics,On the death certificate,79
2004,28 Any antipsychotics,With alcohol,15
2004,28 Any antipsychotics,Without alcohol,64
2004,28 Any antipsychotics,Without other drugs,37
2004,29 Quetiapine,On the death certificate,6
2004,29 Quetiapine,With alcohol,3
2004,29 Quetiapine,Without alcohol,3
2004,29 Quetiapine,Without other drugs,2
2004,30 Clozapine,On the death certificate,15
2004,30 Clozapine,With alcohol,1
2004,30 Clozapine,Without alcohol,14
2004,30 Clozapine,Without other drugs,11
2004,31 Any antidepressant,On the death certificate,469
2004,31 Any antidepressant,With alcohol,129
2004,31 Any antidepressant,Without alcohol,340
2004,31 Any antidepressant,Without other drugs,246
2004,32 Any tricyclic antidepressants,On the death certificate,317
2004,32 Any tricyclic antidepressants,With alcohol,77
2004,32 Any tricyclic antidepressants,Without alcohol,240
2004,32 Any tricyclic antidepressants,Without other drugs,188
2004,33 Amitriptyline,On the death certificate,148
2004,33 Amitriptyline,With alcohol,40
2004,33 Amitriptyline,Without alcohol,108
2004,33 Amitriptyline,Without other drugs,83
2004,34 Dothiepin,On the death certificate,134
2004,34 Dothiepin,With alcohol,24
2004,34 Dothiepin,Without alcohol,110
2004,34 Dothiepin,Without other drugs,87
2004,35 Monoamine-oxidase inhibitors (BNF 4.3.2),On the death certificate,3
2004,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without alcohol,3
2004,35 Monoamine-oxidase inhibitors (BNF 4.3.2),Without other drugs,1
2004,36 Any SSRI,On the death certificate,105
2004,36 Any SSRI,With alcohol,40
2004,36 Any SSRI,Without alcohol,65
2004,36 Any SSRI,Without other drugs,30
2004,37 Citalopram,On the death certificate,53
2004,37 Citalopram,With alcohol,24
2004,37 Citalopram,Without alcohol,29
2004,37 Citalopram,Without other drugs,18
2004,38 Any other antidepressants,On the death certificate,65
2004,38 Any other antidepressants,With alcohol,17
2004,38 Any other antidepressants,Without alcohol,48
2004,38 Any other antidepressants,Without other drugs,24
2004,39 Mirtazapine,On the death certificate,20
2004,39 Mirtazapine,With alcohol,8
2004,39 Mirtazapine,Without alcohol,12
